name,neighborhood,address,url,latitude,longitude,image,tags,categories
WOW Gallery,Downtown,"600 Pine St 3rd Floor, Seattle, WA 98101",https://intentionalist.com/b/wow-gallery/,47.6129277,-122.3351822,https://intentionalist.com/wp-content/uploads/2022/02/wow-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Art Galleries']
Good Sister Shop,West Seattle,"5902 California Ave SW, Seattle, WA 98136",https://intentionalist.com/b/good-sister-shop/,47.5501532,-122.3868228,https://intentionalist.com/wp-content/uploads/2022/02/good-sister-150x150.jpg,"['Asian-Owned', 'Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Daimonji Sushi & Grill,Georgetown,"5963 Corson Ave S #194, Seattle, WA 98108",https://intentionalist.com/b/daimonji-sushi-grill/,47.5476331,-122.3225818,https://intentionalist.com/wp-content/uploads/2022/02/daimonji-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Indigo Cow,"Seattle, WA","1911 N 45th St, Seattle, WA 98103",https://intentionalist.com/b/indigo-cow/,47.6611886,-122.3345098,https://intentionalist.com/wp-content/uploads/2022/01/indigo-cow-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Ice Cream']
MotherIndia,Westlake,"1515 Westlake Ave N, Seattle, WA 98109",https://intentionalist.com/b/motherindia/,47.6329244,-122.3409413,https://intentionalist.com/wp-content/uploads/2022/01/mother-india-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Made in House,Fremont,"3508 Fremont Pl N, Seattle, WA 98103",https://intentionalist.com/b/made-in-house/,47.6508931,-122.3503481,https://intentionalist.com/wp-content/uploads/2022/01/made-in-house-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Deli']
The Roll Pod – The Small Truck,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/the-roll-pod-the-small-truck/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2022/01/the-roll-pod-small-truck-2-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
The Roll Pod – The Big Truck,South Lake Union,"500 Boren Ave N, Seattle, WA 98109",https://intentionalist.com/b/the-roll-pod-the-big-truck/,47.6240071,-122.3355709,https://intentionalist.com/wp-content/uploads/2022/01/the-roll-pod-big-truck-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Food Trucks']
SZN Seattle,South Lake Union,"823 5th Ave N, Seattle, WA 98109",https://intentionalist.com/b/szn-seattle/,47.6270155,-122.3478792,https://intentionalist.com/wp-content/uploads/2022/01/szn-seattle-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Seattle Dumpling Co.,Downtown,"1916 Pike Pl #14, Seattle, WA 98101",https://intentionalist.com/b/seattle-dumpling-co/,47.6101651,-122.3425437,https://intentionalist.com/wp-content/uploads/2022/01/IMG_1081-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Phocific Standard Time,Downtown,"1923 7th Ave, Seattle, WA 98101",https://intentionalist.com/b/phocific-standard-time/,47.6147766,-122.3373639,https://intentionalist.com/wp-content/uploads/2022/01/IMG_ACDAB6C0460C-1-150x150.jpeg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Phở Bắc – Downtown,Downtown,"1923 7th Ave, Seattle, WA 98101",https://intentionalist.com/b/pho-bac-downtown/,47.6147766,-122.3373639,https://intentionalist.com/wp-content/uploads/2022/01/Pho-Bac-DT2-150x150.jpeg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Dos Chamucos Taqueria,Uptown,"550 Queen Anne Ave N, Seattle, WA 98109",https://intentionalist.com/b/dos-chamucos-taqueria/,47.6244077,-122.3565406,https://intentionalist.com/wp-content/uploads/2022/01/dos-chamucos-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Varsity Inn Restaurant,Fremont,"1801 N 34th St, Seattle, WA 98103",https://intentionalist.com/b/varsity-inn-restaurant/,47.6478885,-122.3360907,https://intentionalist.com/wp-content/uploads/2022/01/varsity-inn-150x150.png,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Jackson’s Catfish Corner,Central District,"2218 S Jackson St, Seattle, WA 98144",https://intentionalist.com/b/jacksons-catfish-corner/,47.5994512,-122.3024387,https://intentionalist.com/wp-content/uploads/2022/01/jacksons-150x150.jpg,"['Black-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Yen Wor Village,West Seattle,"2300 California Ave SW, Seattle, WA 98116",https://intentionalist.com/b/yen-wor-village/,47.5828763,-122.3862456,https://intentionalist.com/wp-content/uploads/2022/01/yen-wor-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Restaurants']
Roots Movement,West Seattle,"3400 Harbor Ave SW, Seattle, WA 98126",https://intentionalist.com/b/roots-movement/,47.5727886,-122.3705708,https://intentionalist.com/wp-content/uploads/2022/01/roots-150x150.jpg,"['Asian-Owned', 'Black-Owned', 'Family-Owned', 'Minority-Owned', 'Veteran-Owned', 'Woman-Owned']",['Gyms & Yoga']
Blendily Botanic Kitchen – Seattle,Ballard,"2206 NW Market St, Seattle, WA 98107",https://intentionalist.com/b/blendily-botanic-kitchen-seattle/,47.668818,-122.3851857,https://intentionalist.com/wp-content/uploads/2022/01/blendily-sea-2-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Cherubs Nursery School – Intergenerational Preschool,Hillman City,"5727 37th Ave S, Seattle, WA 98118",https://intentionalist.com/b/cherubs-nursery-school-intergenerational-preschool/,47.5504138,-122.2864676,https://intentionalist.com/wp-content/uploads/2022/01/cherubs-seattle-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Other Services']
Ladd & Lass Brewing,University District,"722 NE 45th St, Seattle, WA 98105",https://intentionalist.com/b/ladd-lass-brewing/,47.661508,-122.3197798,https://intentionalist.com/wp-content/uploads/2022/01/ladd-lass-150x150.png,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
The Traveling Goat,Queen Anne,"621 1/2 Queen Anne Ave N, Seattle, WA 98109",https://intentionalist.com/b/the-traveling-goat/,47.625159,-122.3570891,https://intentionalist.com/wp-content/uploads/2022/01/traveling-150x150.png,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Little Duck,University District,"4100 Roosevelt Way NE unit b, Seattle, WA 98105",https://intentionalist.com/b/little-duck/,47.6570641,-122.3175276,https://intentionalist.com/wp-content/uploads/2022/01/little-duck-3-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Art on the Table,Belltown,"2300 1st Ave, Seattle, WA, 98121",https://intentionalist.com/b/art-on-the-table/,47.6136184,-122.3465059,https://intentionalist.com/wp-content/uploads/2022/01/art-on-the-table-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Arts & Crafts']
Lazy Cow Bakery,Fremont,"3418 Fremont Ave N, Seattle, WA 98103",https://intentionalist.com/b/lazy-cow-bakery/,47.6501965,-122.349551,https://intentionalist.com/wp-content/uploads/2022/01/lazy-cow-bakery-150x150.jpg,"['Latino-Owned', 'Vegan', 'Woman-Owned']",['Bakeries']
Ba Bar Green,South Lake Union,"500 Terry Ave N, Seattle, WA 98109",https://intentionalist.com/b/ba-bar-green/,47.6233692,-122.3369207,https://intentionalist.com/wp-content/uploads/2022/01/Ba-Bar-Green-150x150.jpeg,"['Asian-Owned', 'Minority-Owned', 'Vegan', 'Woman-Owned']",['Restaurants']
"Cuts, Cuts & Kicks",Beacon Hill,"3065 Beacon Ave S Seattle, WA 98144",https://intentionalist.com/b/cuts-cuts-kicks/,47.5752936,-122.309551,https://intentionalist.com/wp-content/uploads/2021/12/122022068_4029803997036935_33164998033237134_n-150x150.jpg,"['Black-Owned', 'Minority-Owned']",['Barber Shop']
Señor Carbón Peruvian Cuisine,Downtown,"625 1st Ave Ste 100, Seattle, WA 98104",https://intentionalist.com/b/senor-carbon-peruvian-cuisine/,47.6023662,-122.3345875,https://intentionalist.com/wp-content/uploads/2021/12/senor-carbon-150x150.png,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Phở Bắc – Rainier Valley,Rainier Valley,"3300 Rainier Ave S. Seattle, WA 98144",https://intentionalist.com/b/pho-bac-sup-shop-rainier-valley/,47.5739068,-122.2943722,https://intentionalist.com/wp-content/uploads/2021/12/pho-bac-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Maíz,Belltown,"1914 Pike Pl, Seattle, WA 98101",https://intentionalist.com/b/maiz/,47.6101553,-122.3425353,https://intentionalist.com/wp-content/uploads/2021/12/ae8492_9d68bb5b8c8f44bb9624eb85f458f1dcmv2-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Restaurants']
Gyro Saj,Downtown,"1301 Madison St, Seattle, WA 98104",https://intentionalist.com/b/gyro-saj/,47.6102267,-122.3223337,https://intentionalist.com/wp-content/uploads/2021/12/IMG_1996BFC79594-1-150x150.png,"['Minority-Owned', 'Woman-Owned']",['Restaurants']
Amazing Thai Cuisine,University District,"5210 Roosevelt Way NE, Seattle, WA 98105",https://intentionalist.com/b/amazing-thai-cuisine/,47.6667944,-122.317145,https://intentionalist.com/wp-content/uploads/2021/12/2017-05-09-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Yvey,Downtown,"1429 12th Ave D2, Seattle, WA 98122",https://intentionalist.com/b/yvey/,47.6137672,-122.3170905,https://intentionalist.com/wp-content/uploads/2021/12/image-asset-150x150.png,"['Black-Owned', 'Minority-Owned']",['Hair Salon']
The Dish Cafe,Woodland,"4358 Leary Way NW, Seattle, WA 98107",https://intentionalist.com/b/the-dish-cafe/,47.6603144,-122.3657191,https://intentionalist.com/wp-content/uploads/2021/12/o1-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Cafe']
Joyale Seafood Restaurant,Chinatown ID,"900 S Jackson St, Seattle, WA 98104",https://intentionalist.com/b/joyale-seafood-restaurant/,47.5994229,-122.3203193,https://intentionalist.com/wp-content/uploads/2021/12/joyale-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Velocity Physiotherapy,Wallingford,"4501 Interlake Ave N, Seattle, WA 98103",https://intentionalist.com/b/velocity-physiotherapy/,47.6619365,-122.3409368,https://intentionalist.com/wp-content/uploads/2021/12/velocity-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Health Services']
Sum,First Hill,"307 E Pike St, Seattle, WA 98122",https://intentionalist.com/b/sum/,47.6139095,-122.327176,https://intentionalist.com/wp-content/uploads/2021/12/240721487_2035910636549599_3677504414184506195_n-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Clothing']
Grumpy Bean,Denny Triangle,"Jack R. Mac Donald Building, 910 Stewart St, Seattle, WA 98101",https://intentionalist.com/b/grumpy-bean/,47.6158934,-122.3346834,https://intentionalist.com/wp-content/uploads/2021/11/grumpy-bean-150x150.jpg,"['Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Phonexay LAc,Ballard,"5401 Leary Ave NW Suite 201, Seattle, WA 98107",https://intentionalist.com/b/phonexay-lac/,47.6668013,-122.3826831,https://intentionalist.com/wp-content/uploads/2021/11/Phonexay-Andrew-in-front-of-rebelmed-comp-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Health Services']
Nallayer Studios,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/nallayer-studios/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2021/11/Kristie-Thomas-Trash-The-Dress_bannerfront-150x150.jpg,"['Minority-Owned', 'Pacific Islander-Owned']",['Photography']
Gold Coast Ghal Kitchen,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/gold-coast-ghal-kitchen/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2021/11/249385499_1213784979109510_8719439629274389830_n-1-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
3rd & Columbia Dental,Downtown,"810 3rd Ave #200, Seattle, WA 98104",https://intentionalist.com/b/3rd-columbia-dental/,47.6049299,-122.332093,https://intentionalist.com/wp-content/uploads/2021/11/3rd-columbia-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Health Services']
Florentino’s Fine Flowers,Madison Valley,"2812 E Madison St, Seattle, WA 98112",https://intentionalist.com/b/florentinos-fine-flowers/,47.6239589,-122.2959071,https://intentionalist.com/wp-content/uploads/2021/11/florentinos-150x150.jpg,"['Asian-Owned', 'LGBTQ-Owned', 'Minority-Owned']",['Florists']
Yifang Taiwan Fruit Tea,Chinatown ID,"619 S King St, Seattle, WA 98104",https://intentionalist.com/b/yifang-taiwan-fruit-tea/,47.5982327,-122.3254515,https://intentionalist.com/wp-content/uploads/2021/11/yi-fang-150x150.jpg,"['Asian-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
tiktak,Chinatown ID,"651 S King St, Seattle, WA 98104",https://intentionalist.com/b/tiktak/,47.5981878,-122.3247305,https://intentionalist.com/wp-content/uploads/2021/11/tiktak-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Dessert']
Ironsteak,Chinatown ID,"628 S Weller St, Seattle, WA 98104",https://intentionalist.com/b/ironsteak/,47.5976845,-122.3253792,https://intentionalist.com/wp-content/uploads/2021/11/ironsteak-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Fortuna Cafe,Chinatown ID,"711 S King St, Seattle, WA 98104",https://intentionalist.com/b/fortuna-cafe/,47.5981161,-122.3231805,https://intentionalist.com/wp-content/uploads/2021/11/fortuna-1-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
ChungChun Rice Dog,Chinatown ID,"502 S King St, Seattle, WA 98104",https://intentionalist.com/b/chungchun-rice-dog/,47.5985353,-122.3274497,https://intentionalist.com/wp-content/uploads/2021/11/chung-chun-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Canton Wonton House,Chinatown ID,"608 S Weller St, Seattle, WA 98104",https://intentionalist.com/b/canton-wonton-house/,47.5976839,-122.3259055,https://intentionalist.com/wp-content/uploads/2021/11/canton-wanton-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Overcast Coffee Company – Capitol Hill,Capitol Hill,"312 15th Ave E, Seattle, WA, 98112",https://intentionalist.com/b/overcast-coffee-company/,47.620922,-122.3124585,https://intentionalist.com/wp-content/uploads/2021/11/Overcast1-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Cafe']
Cascade Coffee Works,South Lake Union,"1130 Thomas St, Seattle, WA 98109",https://intentionalist.com/b/cascade-coffee-works/,47.6210008,-122.3348008,https://intentionalist.com/wp-content/uploads/2021/11/38824969_10156749560056617_4811275141537333248_n-1-150x150.jpg,"['Asian-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Capitol Coffee Works,Capitol Hill,"907 E Pike St, Seattle, WA 98122",https://intentionalist.com/b/capitol-coffee-works/,47.6138913,-122.3202886,https://intentionalist.com/wp-content/uploads/2021/11/204941122_10159787311441617_5708122287015283930_n-1-150x150.jpg,"['Asian-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Seattle Coffee Works,Downtown,"108 Pine St, Seattle, WA 98101",https://intentionalist.com/b/seattle-coffee-works/,47.6101377,-122.3407648,https://intentionalist.com/wp-content/uploads/2021/11/95481496_10158601468821617_3988669401183289344_n-1-150x150.jpg,"['Asian-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Urban Optix,South Lake Union,"400 Fairview Ave N Suite 115, Seattle, WA 98109",https://intentionalist.com/b/urban-optix/,47.6227482,-122.334037,https://intentionalist.com/wp-content/uploads/2021/11/urban-optix-2-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Eyewear + Opticians']
Overcast Coffee Bar – Union Street,Capitol Hill,"1017 E Union St, Seattle, WA 98122",https://intentionalist.com/b/overcast-coffee-bar/,47.6126716,-122.3186614,https://intentionalist.com/wp-content/uploads/2021/11/IMG_5E7A1C8C9AE9-1-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Cafe']
Lulumiére,University District,"5200 Roosevelt Way NE Seattle, WA 98105",https://intentionalist.com/b/lulumiere/,47.6666386,-122.3170954,https://intentionalist.com/wp-content/uploads/2021/10/lulumiere-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Shopping']
Opal Nail Studio,West Seattle,"4155 California Ave SW, Seattle, WA 98116",https://intentionalist.com/b/opal-nail-studio/,47.5651015,-122.3869944,https://intentionalist.com/wp-content/uploads/2021/10/opal-2-150x150.jpg,"['Asian-Owned', 'Native-Owned', 'Woman-Owned']",['Beauty & Spa']
Zaika,Capitol Hill,"1100 Pike Street Seattle, WA 98101",https://intentionalist.com/b/zaika/,47.6136868,-122.328896,https://intentionalist.com/wp-content/uploads/2021/10/zaika-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Vinnie’s Wine Shop,Belltown,"2505 2nd Ave #103, Seattle, WA 98121",https://intentionalist.com/b/vinnies-wine-shop/,47.6152981,-122.3483815,https://intentionalist.com/wp-content/uploads/2021/10/Vinnies-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
The Counter at Old Ballard Catering Co.,Ravenna,"1505 NE 65th St. Seattle, WA 98115",https://intentionalist.com/b/the-counter-at-old-ballard-catering-co/,47.6756655,-122.3115655,https://intentionalist.com/wp-content/uploads/2021/10/the-counter-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Old Ballard Catering Co.,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/old-ballard-catering-co/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2021/10/old-ballard-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Catering']
tanoor,South Lake Union,"803 Dexter Ave N Seattle, WA 98109",https://intentionalist.com/b/tanoor/,47.6269234,-122.3425861,https://intentionalist.com/wp-content/uploads/2021/10/tanoor-150x150.jpg,"['Family-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Tropical Hut – Seattle,Hillman City,"5723 Rainier Ave S, Seattle, WA 98118",https://intentionalist.com/b/tropical-hut-seattle/,47.5505602,-122.277691,https://intentionalist.com/wp-content/uploads/2021/10/tropical-hut-sea-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned', 'Pacific Islander-Owned', 'Woman-Owned']",['Restaurants']
Adam Tailoring & Alterations – Pioneer Square,Pioneer Square,"206 S Jackson St, Seattle, WA 98104",https://intentionalist.com/b/adam-tailoring-alterations-pioneer-square/,47.5994197,-122.3312372,https://intentionalist.com/wp-content/uploads/2021/10/adam-tailoring-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Other Services']
Pink Salt,Magnolia,"3321 W McGraw St. Seattle, WA 98199",https://intentionalist.com/b/pink-salt/,47.6393731,-122.4005478,https://intentionalist.com/wp-content/uploads/2021/10/pink-salt-150x150.png,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Momosan Seattle,Chinatown ID,"504 5th Ave South Suite 119 Seattle, WA 98104",https://intentionalist.com/b/momosan-seattle/,47.5976274,-122.3271308,https://intentionalist.com/wp-content/uploads/2021/10/momosan-sea-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
MARKET Seattle,Downtown,"1300 1st Ave Seattle, WA 98101",https://intentionalist.com/b/market-seattle/,47.607309,-122.3381331,https://intentionalist.com/wp-content/uploads/2021/10/market-150x150.png,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
J&J Public House,West Seattle,"2808 Alki Ave. SW Seattle, WA 98116",https://intentionalist.com/b/jj-public-house/,47.578365,-122.41237,https://intentionalist.com/wp-content/uploads/2021/10/jj-public-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
Pearls Tea & Cafe,Delridge,"4800 Delridge Way SW Seattle, WA 98106",https://intentionalist.com/b/pearls-tea-cafe/,47.5591524,-122.3626902,https://intentionalist.com/wp-content/uploads/2021/10/pearls-tea-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']","['Coffee, Tea & Juice']"
La Palma Family Mexican Restaurant – West Seattle,West Seattle,"3456 15th Ave W, Seattle, WA 98119",https://intentionalist.com/b/la-palma-family-mexican-restaurant-west-seattle/,47.6520261,-122.375729,https://intentionalist.com/wp-content/uploads/2021/10/la-palma-west-seattle-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Moore Coffee – Stewart St,Belltown,"112 Stewart St, Seattle, WA 98101",https://intentionalist.com/b/moore-coffee-stewart-st/,47.6108399,-122.3408456,https://intentionalist.com/wp-content/uploads/2021/09/moore-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Cafe']
Tacos Guaymas – First Hill,First Hill,"1519 Broadway Seattle, WA 98122",https://intentionalist.com/b/tacos-guaymas-first-hill/,47.6146761,-122.3210422,https://intentionalist.com/wp-content/uploads/2021/08/tacos-first-hill-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Restaurants']
Papá Changó,Ballard,"5410 22nd Ave NW, Seattle, WA 98107",https://intentionalist.com/b/papa-chango/,47.6680251,-122.3845517,https://intentionalist.com/wp-content/uploads/2021/09/papa-chango-150x150.png,"['Latino-Owned', 'Minority-Owned']",['Cafe']
Urban Studios,Downtown,"1326 5th Ave #620, Seattle, WA 98101",https://intentionalist.com/b/urban-studios/,47.6094177,-122.3341279,https://intentionalist.com/wp-content/uploads/2021/09/1-150x150.jpg,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Beauty & Spa']
Tacos Guaymas – West Seattle,West Seattle,"4719 California Ave SW Seattle, WA 98116",https://intentionalist.com/b/tacos-guaymas-west-seattle/,47.5605369,-122.387152,https://intentionalist.com/wp-content/uploads/2021/09/tacos-west-seattle-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Restaurants']
Now Make Me A Sandwich – Food Truck,"Seattle, WA","Seattle, WA",https://intentionalist.com/b/now-make-me-a-sandwich-food-truck/,47.6062095,-122.3320708,https://intentionalist.com/wp-content/uploads/2021/09/sandwich-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Food Trucks']
Maria Luisa Empanadas,SoDo,"2901 1st Ave S, Seattle, WA 98134",https://intentionalist.com/b/maria-luisa-empanadas/,47.5775176,-122.3346083,https://intentionalist.com/wp-content/uploads/2021/09/maria-luisa-150x150.jpg,"['Latino-Owned', 'Minority-Owned']",['Restaurants']
Hiroshi’s Poke – Beacon Hill,Beacon Hill,"2521 15th Ave Seattle, WA 98144",https://intentionalist.com/b/hiroshis-poke-beacon-hill/,47.5804531,-122.3137029,https://intentionalist.com/wp-content/uploads/2021/09/hiroshis-beacon-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Restaurants']
Nana’s Green Tea,Denny Triangle,"1007 Stewart St, Ste 103, Seattle, WA 98101",https://intentionalist.com/b/nanas-green-tea/,47.6163248,-122.3332925,https://intentionalist.com/wp-content/uploads/2021/09/nanas-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
The Liink Project,Central District,"2002 E Union St, Seattle, WA 98122",https://intentionalist.com/b/the-liink-project/,47.613162,-122.305907,https://intentionalist.com/wp-content/uploads/2021/09/2021_0921_TheLiinkProject_byRonnieEstoque_7_Header-150x150.webp,"['Black-Owned', 'Minority-Owned', 'Woman-Owned']",['Shopping']
Kitanda – Capitol Hill,Capitol Hill,"200 Broadway E, Seattle, WA 98102",https://intentionalist.com/b/kitanda-capitol-hill/,47.6200336,-122.3206726,https://intentionalist.com/wp-content/uploads/2021/09/kitanda-caphill-2-150x150.jpg,"['Family-Owned', 'Latino-Owned', 'Minority-Owned']",['Cafe']
Crystallography Gems,Georgetown,"650 S Orcas St Suite 217 Seattle, WA 98108",https://intentionalist.com/b/crystallography-gems/,47.5520122,-122.3251523,https://intentionalist.com/wp-content/uploads/2021/09/crystallography-150x150.png,"['Asian-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']",['Shopping']
Umi Sake House,Belltown,"2230 1st Ave, Seattle, WA 98121",https://intentionalist.com/b/umi-sake-house/,47.6133436,-122.3460575,https://intentionalist.com/wp-content/uploads/2021/09/umi-sake-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Bars']
Ti 22,Belltown,"2510 4th Ave, Seattle, WA 98121",https://intentionalist.com/b/ti-22/,47.6171161,-122.3465056,https://intentionalist.com/wp-content/uploads/2021/09/ti-22-150x150.jpg,"['Asian-Owned', 'Minority-Owned']",['Catering']
Thai on 1,Belltown,"2904 1st Ave, Seattle, WA 98121",https://intentionalist.com/b/thai-on-1/,47.6172128,-122.3526406,https://intentionalist.com/wp-content/uploads/2021/09/thai-on-1-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Restaurants']
Tea King,Westlake,"1600 Dexter Ave N Unit 202, Seattle, WA 98109",https://intentionalist.com/b/tea-king/,47.6331059,-122.3421277,https://intentionalist.com/wp-content/uploads/2021/09/tea-king-150x150.jpg,"['Asian-Owned', 'Minority-Owned', 'Woman-Owned']",['Cafe']
Mantra Restaurant & Bar,Belltown,"2720 4th Ave #116, Seattle, WA 98121",https://intentionalist.com/b/mantra-restaurant-bar/,47.6184528,-122.3484056,https://intentionalist.com/wp-content/uploads/2021/09/Mantra-150x150.jpg,"['Asian-Owned', 'Family-Owned', 'Minority-Owned']",['Bars']
Cherry Street Coffee – 5th & Olive,Belltown,"509 Olive Way, Seattle, WA 98101 US",https://intentionalist.com/b/cherry-street-coffee-5th-olive/,47.6128158,-122.3366526,https://intentionalist.com/wp-content/uploads/2021/09/cherry-street-olive-150x150.jpg,"['Family-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
Cherry Street Coffee – 1st & Clay,Belltown,"2719 1st Ave, Seattle, WA 98121 US",https://intentionalist.com/b/cherry-street-coffee-1st-clay/,47.6160244,-122.3514581,https://intentionalist.com/wp-content/uploads/2021/09/cherry-street-clay-150x150.jpg,"['Family-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
Cherry Street Coffee – 1st & Cherry,Downtown,"700 1st Ave, Seattle, WA 98104 US",https://intentionalist.com/b/cherry-street-coffee-1st-cherry/,47.6027802,-122.3342127,https://intentionalist.com/wp-content/uploads/2021/09/cherry-street-cherry-150x150.jpg,"['Family-Owned', 'Minority-Owned']","['Coffee, Tea & Juice']"
Post Pike Bar & Cafe,Capitol Hill,"212 Broadway E Unit A, Seattle, WA 98102",https://intentionalist.com/b/post-pike-bar-cafe/,47.6204225,-122.3205089,https://intentionalist.com/wp-content/uploads/2021/08/post-pike-150x150.png,"['Latino-Owned', 'LGBTQ-Owned', 'Minority-Owned', 'Woman-Owned']",['Bars']
